일자|시간|구분,연월일,시간,구분,year,quarter,month,day,weekday,음력일시,lunar_year,lunar_month,lunar_day,기온,기압,습도
2019-03-02 17 A,2019-03-02,17,0,2019,1,3,2,5,2019-01-26,2019,1,26,11.728137980692813,1012.1636712646485,31.963333333333335
2019-03-02 18 A,2019-03-02,18,0,2019,1,3,2,5,2019-01-26,2019,1,26,10.74358310802134,1012.4320033772786,43.48666666666666
2019-03-02 19 A,2019-03-02,19,0,2019,1,3,2,5,2019-01-26,2019,1,26,9.374295286029943,1012.7660080973307,52.76333333333334
2019-03-02 20 A,2019-03-02,20,0,2019,1,3,2,5,2019-01-26,2019,1,26,8.57551932402208,1013.18900390625,58.26333333333333
2019-03-02 21 A,2019-03-02,21,0,2019,1,3,2,5,2019-01-26,2019,1,26,7.961158919305798,1012.7313393147787,43.94
2019-03-02 22 A,2019-03-02,22,0,2019,1,3,2,5,2019-01-26,2019,1,26,7.356897877416432,1013.0093389892578,52.803333333333335
2019-03-02 23 A,2019-03-02,23,0,2019,1,3,2,5,2019-01-26,2019,1,26,6.776131389768238,1013.60766011556,62.11333333333332
2019-03-02 24 A,2019-03-02,24,0,2019,1,3,2,5,2019-01-26,2019,1,26,6.430499527560653,1013.8119954427084,63.31666666666666
2019-03-03 01 A,2019-03-03,01,0,2019,1,3,3,6,2019-01-27,2019,1,27,4.499613529371648,1008.6920141601563,76.02999999999999
2019-03-03 02 A,2019-03-03,02,0,2019,1,3,3,6,2019-01-27,2019,1,27,4.073135485060481,1009.0999997965495,73.15333333333332
2019-03-03 03 A,2019-03-03,03,0,2019,1,3,3,6,2019-01-27,2019,1,27,3.733392360002791,1013.4756656901042,67.92
2019-03-03 04 A,2019-03-03,04,0,2019,1,3,3,6,2019-01-27,2019,1,27,3.412247182027824,1013.1549981689453,64.12333333333332
2019-03-03 05 A,2019-03-03,05,0,2019,1,3,3,6,2019-01-27,2019,1,27,3.1408129800177473,1013.2823337809244,61.28333333333333
2019-03-03 06 A,2019-03-03,06,0,2019,1,3,3,6,2019-01-27,2019,1,27,3.018524869832754,1013.4149957275391,57.70666666666667
2019-03-03 07 A,2019-03-03,07,0,2019,1,3,3,6,2019-01-27,2019,1,27,2.9328143167251803,1013.7396622721353,61.089999999999996
2019-03-03 08 A,2019-03-03,08,0,2019,1,3,3,6,2019-01-27,2019,1,27,3.0669729770821355,1013.8919999186197,58.99
2019-03-03 09 A,2019-03-03,09,0,2019,1,3,3,6,2019-01-27,2019,1,27,3.8871531842524814,1013.1056833902994,60.95333333333334
2019-03-03 10 A,2019-03-03,10,0,2019,1,3,3,6,2019-01-27,2019,1,27,5.439293035730082,1010.2073297119141,64.61666666666666
2019-03-03 11 A,2019-03-03,11,0,2019,1,3,3,6,2019-01-27,2019,1,27,7.032050745599391,1009.7679897054036,51.44
2019-03-03 12 A,2019-03-03,12,0,2019,1,3,3,6,2019-01-27,2019,1,27,8.24842189826628,1009.2856593831381,35.373333333333335
2019-03-03 13 A,2019-03-03,13,0,2019,1,3,3,6,2019-01-27,2019,1,27,8.915661986925338,1007.5896718343098,52.35333333333333
2019-03-03 14 A,2019-03-03,14,0,2019,1,3,3,6,2019-01-27,2019,1,27,9.225321122139972,1007.0546720377605,56.166666666666664
2019-03-03 15 A,2019-03-03,15,0,2019,1,3,3,6,2019-01-27,2019,1,27,9.37045079076781,1006.8303403727214,60.870000000000005
2019-03-03 16 A,2019-03-03,16,0,2019,1,3,3,6,2019-01-27,2019,1,27,9.28310208618863,1006.7980065917968,62.22
2019-03-03 17 A,2019-03-03,17,0,2019,1,3,3,6,2019-01-27,2019,1,27,8.791360768587237,1006.8660085042317,44.78333333333333
2019-03-03 18 A,2019-03-03,18,0,2019,1,3,3,6,2019-01-27,2019,1,27,8.03717158498243,1007.3730092366536,42.99666666666667
2019-03-03 19 A,2019-03-03,19,0,2019,1,3,3,6,2019-01-27,2019,1,27,6.708053294411182,1007.2073311360678,57.873333333333335
2019-03-03 20 A,2019-03-03,20,0,2019,1,3,3,6,2019-01-27,2019,1,27,5.89368738927277,1007.9280092366538,63.800000000000004
2019-03-03 21 A,2019-03-03,21,0,2019,1,3,3,6,2019-01-27,2019,1,27,5.256007595094189,1008.113344116211,62.663333333333334
2019-03-03 22 A,2019-03-03,22,0,2019,1,3,3,6,2019-01-27,2019,1,27,4.67154135864913,1010.9666705322267,47.81999999999999
2019-03-03 23 A,2019-03-03,23,0,2019,1,3,3,6,2019-01-27,2019,1,27,4.375069285854835,1014.3766833496094,42.913333333333334
2019-03-03 24 A,2019-03-03,24,0,2019,1,3,3,6,2019-01-27,2019,1,27,3.9782990397786384,1011.1486749267578,58.49666666666667
2019-03-04 01 A,2019-03-04,01,0,2019,1,3,4,0,2019-01-28,2019,1,28,5.5686402108784785,1003.7733367919922,72.92666666666666
2019-03-04 02 A,2019-03-04,02,0,2019,1,3,4,0,2019-01-28,2019,1,28,5.294905620004125,1003.6283394368489,77.23666666666666
2019-03-04 03 A,2019-03-04,03,0,2019,1,3,4,0,2019-01-28,2019,1,28,5.041725704325149,1003.2176654052734,76.93333333333334
2019-03-04 04 A,2019-03-04,04,0,2019,1,3,4,0,2019-01-28,2019,1,28,4.730163224980971,1000.6113350423178,79.85666666666667
2019-03-04 05 A,2019-03-04,05,0,2019,1,3,4,0,2019-01-28,2019,1,28,4.7011631076162645,1000.7903363037109,79.86
2019-03-04 06 A,2019-03-04,06,0,2019,1,3,4,0,2019-01-28,2019,1,28,4.652061384718826,1000.9696702067058,78.96666666666665
2019-03-04 07 A,2019-03-04,07,0,2019,1,3,4,0,2019-01-28,2019,1,28,4.546354004898647,1000.8993377685547,77.69
2019-03-04 08 A,2019-03-04,08,0,2019,1,3,4,0,2019-01-28,2019,1,28,4.994569973281302,1003.1926564534506,77.42666666666666
2019-03-04 09 A,2019-03-04,09,0,2019,1,3,4,0,2019-01-28,2019,1,28,5.986787606023552,1003.4376576741537,62.660000000000004
2019-03-04 10 A,2019-03-04,10,0,2019,1,3,4,0,2019-01-28,2019,1,28,7.735912743452221,1003.3063299560548,52.529999999999994
2019-03-04 11 A,2019-03-04,11,0,2019,1,3,4,0,2019-01-28,2019,1,28,9.426010381170464,1003.0033260091146,69.88333333333333
2019-03-04 12 A,2019-03-04,12,0,2019,1,3,4,0,2019-01-28,2019,1,28,10.549350846861257,1002.3883282470703,49.11333333333334
2019-03-04 13 A,2019-03-04,13,0,2019,1,3,4,0,2019-01-28,2019,1,28,11.279133362583373,1002.249330444336,48.346666666666664
2019-03-04 14 A,2019-03-04,14,0,2019,1,3,4,0,2019-01-28,2019,1,28,11.626503464039196,1001.009003499349,49.74
2019-03-04 15 A,2019-03-04,15,0,2019,1,3,4,0,2019-01-28,2019,1,28,11.761797279100472,1000.7863348388672,51.35333333333333
2019-03-04 16 A,2019-03-04,16,0,2019,1,3,4,0,2019-01-28,2019,1,28,11.699425568513478,1000.5419982910156,49.55666666666667
2019-03-04 17 A,2019-03-04,17,0,2019,1,3,4,0,2019-01-28,2019,1,28,11.221114229770563,1000.5189998372394,49.1
2019-03-04 18 A,2019-03-04,18,0,2019,1,3,4,0,2019-01-28,2019,1,28,10.455029318688469,1000.706342569987,52.74000000000001
2019-03-04 19 A,2019-03-04,19,0,2019,1,3,4,0,2019-01-28,2019,1,28,9.136131772839354,1001.5343271891276,64.64666666666666
2019-03-04 20 A,2019-03-04,20,0,2019,1,3,4,0,2019-01-28,2019,1,28,8.219498189754043,1001.822323811849,65.72
2019-03-04 21 A,2019-03-04,21,0,2019,1,3,4,0,2019-01-28,2019,1,28,7.580312652174855,1001.8099833170572,66.91
2019-03-04 22 A,2019-03-04,22,0,2019,1,3,4,0,2019-01-28,2019,1,28,7.06362118837384,1002.3753304036459,67.44666666666667
2019-03-04 23 A,2019-03-04,23,0,2019,1,3,4,0,2019-01-28,2019,1,28,6.645803496431932,1003.0866648356119,68.74666666666666
2019-03-04 24 A,2019-03-04,24,0,2019,1,3,4,0,2019-01-28,2019,1,28,6.566670384832207,1003.2596649169922,67.18333333333334
2019-03-05 01 A,2019-03-05,01,0,2019,1,3,5,1,2019-01-29,2019,1,29,4.797341590758562,1009.8936507161458,53.04666666666666
2019-03-05 02 A,2019-03-05,02,0,2019,1,3,5,1,2019-01-29,2019,1,29,4.353877015659093,1010.2349991861979,56.6
2019-03-05 03 A,2019-03-05,03,0,2019,1,3,5,1,2019-01-29,2019,1,29,3.9769547605042526,1009.4423343912762,59.35666666666666
2019-03-05 04 A,2019-03-05,04,0,2019,1,3,5,1,2019-01-29,2019,1,29,3.6208113271463147,1011.0639921061198,59.826666666666675
2019-03-05 05 A,2019-03-05,05,0,2019,1,3,5,1,2019-01-29,2019,1,29,3.390441646275138,1011.1290071614582,57.68666666666667
2019-03-05 06 A,2019-03-05,06,0,2019,1,3,5,1,2019-01-29,2019,1,29,3.1298686359899293,1011.4219891357421,49.99
2019-03-05 07 A,2019-03-05,07,0,2019,1,3,5,1,2019-01-29,2019,1,29,2.8113649101846367,1011.6973219807942,52.303333333333335
2019-03-05 08 A,2019-03-05,08,0,2019,1,3,5,1,2019-01-29,2019,1,29,3.1810987849109913,1012.735669148763,53.48
2019-03-05 09 A,2019-03-05,09,0,2019,1,3,5,1,2019-01-29,2019,1,29,4.005124164435322,1011.2893192545574,48.36333333333334
2019-03-05 10 A,2019-03-05,10,0,2019,1,3,5,1,2019-01-29,2019,1,29,5.003411856718048,1011.7076548258464,41.473333333333336
2019-03-05 11 A,2019-03-05,11,0,2019,1,3,5,1,2019-01-29,2019,1,29,6.334474263777488,1011.9789904785157,45.80666666666667
2019-03-05 12 A,2019-03-05,12,0,2019,1,3,5,1,2019-01-29,2019,1,29,7.09520755175329,1011.254321492513,39.97666666666667
2019-03-05 13 A,2019-03-05,13,0,2019,1,3,5,1,2019-01-29,2019,1,29,8.028262215180733,1010.8893241373698,38.18666666666667
2019-03-05 14 A,2019-03-05,14,0,2019,1,3,5,1,2019-01-29,2019,1,29,8.606187128652975,1009.0826749674479,41.52333333333333
2019-03-05 15 A,2019-03-05,15,0,2019,1,3,5,1,2019-01-29,2019,1,29,8.626573393634457,1009.0263448079427,41.50666666666667
2019-03-05 16 A,2019-03-05,16,0,2019,1,3,5,1,2019-01-29,2019,1,29,8.541816912299725,1009.6883215332031,40.85
2019-03-05 17 A,2019-03-05,17,0,2019,1,3,5,1,2019-01-29,2019,1,29,8.028792896368513,1009.9203228759766,34.98
2019-03-05 18 A,2019-03-05,18,0,2019,1,3,5,1,2019-01-29,2019,1,29,7.292075688221256,1009.9396571858724,38.083333333333336
2019-03-05 19 A,2019-03-05,19,0,2019,1,3,5,1,2019-01-29,2019,1,29,5.980286913932517,1010.4199914550782,39.99333333333333
2019-03-05 20 A,2019-03-05,20,0,2019,1,3,5,1,2019-01-29,2019,1,29,5.155557200128892,1010.484325358073,47.51333333333333
2019-03-05 21 A,2019-03-05,21,0,2019,1,3,5,1,2019-01-29,2019,1,29,4.53085896141736,1012.2466650390625,55.35999999999999
2019-03-05 22 A,2019-03-05,22,0,2019,1,3,5,1,2019-01-29,2019,1,29,3.3769411345932254,1011.6460103352865,46.830000000000005
2019-03-05 23 A,2019-03-05,23,0,2019,1,3,5,1,2019-01-29,2019,1,29,3.030884669716896,1011.8720123291015,61.53333333333333
2019-03-05 24 A,2019-03-05,24,0,2019,1,3,5,1,2019-01-29,2019,1,29,3.3608793643457133,1011.9550048828124,57.78
2019-03-06 01 A,2019-03-06,01,0,2019,1,3,6,2,2019-01-30,2019,1,30,5.464337436343871,1010.4640100097655,48.53333333333334
2019-03-06 02 A,2019-03-06,02,0,2019,1,3,6,2,2019-01-30,2019,1,30,5.228394389458835,1010.7879844156902,46.96333333333334
2019-03-06 03 A,2019-03-06,03,0,2019,1,3,6,2,2019-01-30,2019,1,30,4.91115594144648,1010.8636521402996,54.98
2019-03-06 04 A,2019-03-06,04,0,2019,1,3,6,2,2019-01-30,2019,1,30,4.552245429232073,1011.2973347981771,56.699999999999996
2019-03-06 05 A,2019-03-06,05,0,2019,1,3,6,2,2019-01-30,2019,1,30,4.263419807705985,1011.0893373616536,56.45666666666667
2019-03-06 06 A,2019-03-06,06,0,2019,1,3,6,2,2019-01-30,2019,1,30,4.170392902312256,1009.8830025227866,57.653333333333336
2019-03-06 07 A,2019-03-06,07,0,2019,1,3,6,2,2019-01-30,2019,1,30,4.185389099617028,1009.8403344726563,58.00333333333333
2019-03-06 08 A,2019-03-06,08,0,2019,1,3,6,2,2019-01-30,2019,1,30,4.698595158717892,1011.4586558024089,54.446666666666665
2019-03-06 09 A,2019-03-06,09,0,2019,1,3,6,2,2019-01-30,2019,1,30,6.59800135208832,1014.249672241211,49.92666666666667
2019-03-06 10 A,2019-03-06,10,0,2019,1,3,6,2,2019-01-30,2019,1,30,8.960210984613509,1013.4123362223307,49.67333333333334
2019-03-06 11 A,2019-03-06,11,0,2019,1,3,6,2,2019-01-30,2019,1,30,10.971651781010912,1012.8210028076172,36.126666666666665
2019-03-06 12 A,2019-03-06,12,0,2019,1,3,6,2,2019-01-30,2019,1,30,12.213548261847075,1011.4826735432944,34.24333333333333
2019-03-06 13 A,2019-03-06,13,0,2019,1,3,6,2,2019-01-30,2019,1,30,13.22493320862025,1010.4979990641276,30.51
2019-03-06 14 A,2019-03-06,14,0,2019,1,3,6,2,2019-01-30,2019,1,30,13.87535967283307,1009.4670043945313,31.816666666666666
2019-03-06 15 A,2019-03-06,15,0,2019,1,3,6,2,2019-01-30,2019,1,30,14.010175646431536,1008.4853328450521,32.92333333333334
2019-03-06 16 A,2019-03-06,16,0,2019,1,3,6,2,2019-01-30,2019,1,30,13.91538148659547,1008.2626617431639,31.706666666666667
2019-03-06 17 A,2019-03-06,17,0,2019,1,3,6,2,2019-01-30,2019,1,30,13.826544220762173,1008.1793347167968,32.403333333333336
2019-03-06 18 A,2019-03-06,18,0,2019,1,3,6,2,2019-01-30,2019,1,30,12.95281589085163,1008.3793308512371,35.589999999999996
2019-03-06 19 A,2019-03-06,19,0,2019,1,3,6,2,2019-01-30,2019,1,30,11.649590467427453,1008.6363307698567,34.35333333333333
2019-03-06 20 A,2019-03-06,20,0,2019,1,3,6,2,2019-01-30,2019,1,30,10.75379617794921,1008.8329858398438,40.36666666666667
2019-03-06 21 A,2019-03-06,21,0,2019,1,3,6,2,2019-01-30,2019,1,30,10.140976598325642,1009.6486486816406,35.28666666666667
2019-03-06 22 A,2019-03-06,22,0,2019,1,3,6,2,2019-01-30,2019,1,30,9.191128884834653,1009.2006510416667,54.04
2019-03-06 23 A,2019-03-06,23,0,2019,1,3,6,2,2019-01-30,2019,1,30,8.669368682857494,1010.2183219401041,53.61333333333334
2019-03-06 24 A,2019-03-06,24,0,2019,1,3,6,2,2019-01-30,2019,1,30,8.606559160044515,1010.2463195800782,54.68000000000001
2019-03-07 01 A,2019-03-07,01,0,2019,1,3,7,3,2019-02-01,2019,2,1,1.5852416821227073,1013.0213208007812,73.58
2019-03-07 02 A,2019-03-07,02,0,2019,1,3,7,3,2019-02-01,2019,2,1,1.1445969057073473,1012.8933341471355,74.19999999999999
2019-03-07 03 A,2019-03-07,03,0,2019,1,3,7,3,2019-02-01,2019,2,1,0.7564690140708213,1013.6633382161458,75.95666666666666
2019-03-07 04 A,2019-03-07,04,0,2019,1,3,7,3,2019-02-01,2019,2,1,0.5022808815245924,1013.690337931315,75.93666666666665
2019-03-07 05 A,2019-03-07,05,0,2019,1,3,7,3,2019-02-01,2019,2,1,0.15794212244040193,1013.4353377278645,76.76666666666667
2019-03-07 06 A,2019-03-07,06,0,2019,1,3,7,3,2019-02-01,2019,2,1,-0.03603763482284469,1013.405336303711,76.28
2019-03-07 07 A,2019-03-07,07,0,2019,1,3,7,3,2019-02-01,2019,2,1,-0.10013522895595806,1013.4130037434896,76.2293333307902
2019-03-07 08 A,2019-03-07,08,0,2019,1,3,7,3,2019-02-01,2019,2,1,0.5509206852060186,1013.7850059000651,71.68666666666667
2019-03-07 09 A,2019-03-07,09,0,2019,1,3,7,3,2019-02-01,2019,2,1,2.151111802400185,1016.0123278808593,47.73666666666667
2019-03-07 10 A,2019-03-07,10,0,2019,1,3,7,3,2019-02-01,2019,2,1,4.1187776897367,1014.4876635742188,55.75333333333333
2019-03-07 11 A,2019-03-07,11,0,2019,1,3,7,3,2019-02-01,2019,2,1,5.986151083748761,1017.0149993896484,50.37
2019-03-07 12 A,2019-03-07,12,0,2019,1,3,7,3,2019-02-01,2019,2,1,7.128273997647651,1015.3733308919271,44.51666666666667
2019-03-07 13 A,2019-03-07,13,0,2019,1,3,7,3,2019-02-01,2019,2,1,8.161104726816523,1015.3346695963542,34.416666666666664
2019-03-07 14 A,2019-03-07,14,0,2019,1,3,7,3,2019-02-01,2019,2,1,8.755338290777724,1014.6869854736328,32.18666666666667
2019-03-07 15 A,2019-03-07,15,0,2019,1,3,7,3,2019-02-01,2019,2,1,9.017507197471097,1014.314984741211,28.296666666666667
2019-03-07 16 A,2019-03-07,16,0,2019,1,3,7,3,2019-02-01,2019,2,1,8.935924342709948,1014.289998779297,28.923333333333332
2019-03-07 17 A,2019-03-07,17,0,2019,1,3,7,3,2019-02-01,2019,2,1,8.528072863054794,1014.2780206298827,34.589999999999996
2019-03-07 18 A,2019-03-07,18,0,2019,1,3,7,3,2019-02-01,2019,2,1,7.274050029544887,1013.9709926350912,33.93
2019-03-07 19 A,2019-03-07,19,0,2019,1,3,7,3,2019-02-01,2019,2,1,5.76193765701337,1014.2936649576823,37.99
2019-03-07 20 A,2019-03-07,20,0,2019,1,3,7,3,2019-02-01,2019,2,1,4.479034186010649,1013.4046520996094,37.20666666666667
2019-03-07 21 A,2019-03-07,21,0,2019,1,3,7,3,2019-02-01,2019,2,1,3.8256368138697048,1013.0396523030599,38.919999999999995
2019-03-07 22 A,2019-03-07,22,0,2019,1,3,7,3,2019-02-01,2019,2,1,3.423071553181643,1014.2173199462891,44.41
2019-03-07 23 A,2019-03-07,23,0,2019,1,3,7,3,2019-02-01,2019,2,1,2.701949768844658,1014.3083188883464,41.87
2019-03-07 24 A,2019-03-07,24,0,2019,1,3,7,3,2019-02-01,2019,2,1,2.1715231052523927,1014.5899851481121,41.803333333333335
2019-03-08 01 A,2019-03-08,01,0,2019,1,3,8,4,2019-02-02,2019,2,2,4.873943460891891,1017.3153243001302,69.70666666666666
2019-03-08 02 A,2019-03-08,02,0,2019,1,3,8,4,2019-02-02,2019,2,2,4.6328379652117855,1008.1706656901042,70.90333333333332
2019-03-08 03 A,2019-03-08,03,0,2019,1,3,8,4,2019-02-02,2019,2,2,4.246436526768503,1006.9643330891928,72.79333333333334
2019-03-08 04 A,2019-03-08,04,0,2019,1,3,8,4,2019-02-02,2019,2,2,3.9733273363836776,1006.2919972737631,75.01
2019-03-08 05 A,2019-03-08,05,0,2019,1,3,8,4,2019-02-02,2019,2,2,3.8240771569018825,1006.0576601155599,75.84666666666666
2019-03-08 06 A,2019-03-08,06,0,2019,1,3,8,4,2019-02-02,2019,2,2,3.69394771138041,1005.9779939778646,76.55999999999999
2019-03-08 07 A,2019-03-08,07,0,2019,1,3,8,4,2019-02-02,2019,2,2,3.7338905582054416,1005.9796600341797,76.89666666666666
2019-03-08 08 A,2019-03-08,08,0,2019,1,3,8,4,2019-02-02,2019,2,2,4.227410921752726,1006.2219966634115,74.18666666666667
2019-03-08 09 A,2019-03-08,09,0,2019,1,3,8,4,2019-02-02,2019,2,2,5.744310969565539,1012.170992635091,44.18000000000001
2019-03-08 10 A,2019-03-08,10,0,2019,1,3,8,4,2019-02-02,2019,2,2,7.640860838872875,1012.5020139567058,48.93333333333334
2019-03-08 11 A,2019-03-08,11,0,2019,1,3,8,4,2019-02-02,2019,2,2,9.721892707436778,1011.5493208821614,36.68
2019-03-08 12 A,2019-03-08,12,0,2019,1,3,8,4,2019-02-02,2019,2,2,11.238357266399634,1013.8786625162761,32.96
2019-03-08 13 A,2019-03-08,13,0,2019,1,3,8,4,2019-02-02,2019,2,2,12.337463646720046,1013.1603295898436,31.74333333333333
2019-03-08 14 A,2019-03-08,14,0,2019,1,3,8,4,2019-02-02,2019,2,2,12.851873037646035,1013.0006618245443,30.663333333333338
2019-03-08 15 A,2019-03-08,15,0,2019,1,3,8,4,2019-02-02,2019,2,2,13.11261872208474,1012.6503403727214,29.626666666666665
2019-03-08 16 A,2019-03-08,16,0,2019,1,3,8,4,2019-02-02,2019,2,2,12.993809759038145,1012.5526733398438,29.933333333333334
2019-03-08 17 A,2019-03-08,17,0,2019,1,3,8,4,2019-02-02,2019,2,2,12.138934600738176,1012.269003499349,31.25
2019-03-08 18 A,2019-03-08,18,0,2019,1,3,8,4,2019-02-02,2019,2,2,10.696730574816618,1009.0276727294922,39.52
2019-03-08 19 A,2019-03-08,19,0,2019,1,3,8,4,2019-02-02,2019,2,2,9.231903555080725,1010.3273396809896,38.556666666666665
2019-03-08 20 A,2019-03-08,20,0,2019,1,3,8,4,2019-02-02,2019,2,2,8.157129277863516,1009.0230139160157,48.06666666666666
2019-03-08 21 A,2019-03-08,21,0,2019,1,3,8,4,2019-02-02,2019,2,2,7.511961897965979,1010.3260111490885,48.653333333333336
2019-03-08 22 A,2019-03-08,22,0,2019,1,3,8,4,2019-02-02,2019,2,2,7.097816725610265,1009.9676698811849,49.669999999999995
2019-03-08 23 A,2019-03-08,23,0,2019,1,3,8,4,2019-02-02,2019,2,2,6.537850402371288,1012.6586698404948,48.81
2019-03-08 24 A,2019-03-08,24,0,2019,1,3,8,4,2019-02-02,2019,2,2,6.115245037032867,1012.6696771240235,49.77
2019-03-09 01 A,2019-03-09,01,0,2019,1,3,9,5,2019-02-03,2019,2,3,4.12081245237862,1010.4791787719727,57.38333333333333
2019-03-09 02 A,2019-03-09,02,0,2019,1,3,9,5,2019-02-03,2019,2,3,3.665689232983953,1010.3685073852539,58.68333333333334
2019-03-09 03 A,2019-03-09,03,0,2019,1,3,9,5,2019-02-03,2019,2,3,3.264343886300407,1013.0958395385742,55.82
2019-03-09 04 A,2019-03-09,04,0,2019,1,3,9,5,2019-02-03,2019,2,3,3.0118325323646995,1015.1361778767904,50.89333333333334
2019-03-09 05 A,2019-03-09,05,0,2019,1,3,9,5,2019-02-03,2019,2,3,2.659191667529806,1014.6261768595377,55.93000000000001
2019-03-09 06 A,2019-03-09,06,0,2019,1,3,9,5,2019-02-03,2019,2,3,2.4571227610887685,1014.6855097452799,57.26
2019-03-09 07 A,2019-03-09,07,0,2019,1,3,9,5,2019-02-03,2019,2,3,2.4469814402240146,1015.2445099894206,51.846666666666664
2019-03-09 08 A,2019-03-09,08,0,2019,1,3,9,5,2019-02-03,2019,2,3,3.053482766380093,1013.8958309936525,58.24333333333334
2019-03-09 09 A,2019-03-09,09,0,2019,1,3,9,5,2019-02-03,2019,2,3,4.848680265392366,1011.8668458048502,50.73
2019-03-09 10 A,2019-03-09,10,0,2019,1,3,9,5,2019-02-03,2019,2,3,6.5422080976167,1013.5806736246745,49.81333333333333
2019-03-09 11 A,2019-03-09,11,0,2019,1,3,9,5,2019-02-03,2019,2,3,8.386603931847455,1014.1756774902343,45.38666666666666
2019-03-09 12 A,2019-03-09,12,0,2019,1,3,9,5,2019-02-03,2019,2,3,9.593654151093913,1011.3169893391927,43.13333333333333
2019-03-09 13 A,2019-03-09,13,0,2019,1,3,9,5,2019-02-03,2019,2,3,10.685650060561507,1013.897329711914,34.23
2019-03-09 14 A,2019-03-09,14,0,2019,1,3,9,5,2019-02-03,2019,2,3,11.378654709000648,1013.4286604817709,34.43333333333334
2019-03-09 15 A,2019-03-09,15,0,2019,1,3,9,5,2019-02-03,2019,2,3,11.401276275713307,1012.810010986328,34.38
2019-03-09 16 A,2019-03-09,16,0,2019,1,3,9,5,2019-02-03,2019,2,3,11.309408091005162,1012.459346516927,34.416666666666664
2019-03-09 17 A,2019-03-09,17,0,2019,1,3,9,5,2019-02-03,2019,2,3,10.657246389826003,1012.6123232014974,35.596666666666664
2019-03-09 18 A,2019-03-09,18,0,2019,1,3,9,5,2019-02-03,2019,2,3,9.54138044182604,1010.5926694742839,56.86000000000001
2019-03-09 19 A,2019-03-09,19,0,2019,1,3,9,5,2019-02-03,2019,2,3,8.26781089459041,1010.8966605631512,55.02666666666667
2019-03-09 20 A,2019-03-09,20,0,2019,1,3,9,5,2019-02-03,2019,2,3,7.177400745675549,1009.0140022786458,50.946666666666665
2019-03-09 21 A,2019-03-09,21,0,2019,1,3,9,5,2019-02-03,2019,2,3,6.363105682717577,1010.5356673177083,53.160000000000004
2019-03-09 22 A,2019-03-09,22,0,2019,1,3,9,5,2019-02-03,2019,2,3,5.856554973953894,1010.8476719156901,55.96666666666667
2019-03-09 23 A,2019-03-09,23,0,2019,1,3,9,5,2019-02-03,2019,2,3,5.652691067207285,1013.3516678873698,56.11666666666667
2019-03-09 24 A,2019-03-09,24,0,2019,1,3,9,5,2019-02-03,2019,2,3,5.264996406593471,1012.7356689453126,56.26
2019-03-10 01 A,2019-03-10,01,0,2019,1,3,10,6,2019-02-04,2019,2,4,5.144107028750512,1010.3993373616537,54.193333333333335
2019-03-10 02 A,2019-03-10,02,0,2019,1,3,10,6,2019-02-04,2019,2,4,4.790537780327143,1010.4826696777344,56.56
2019-03-10 03 A,2019-03-10,03,0,2019,1,3,10,6,2019-02-04,2019,2,4,4.296337728843176,1010.915347290039,56.60333333333333
2019-03-10 04 A,2019-03-10,04,0,2019,1,3,10,6,2019-02-04,2019,2,4,4.034749684124912,1010.7280139160157,55.583333333333336
2019-03-10 05 A,2019-03-10,05,0,2019,1,3,10,6,2019-02-04,2019,2,4,3.5931272825423197,1011.0580094401042,54.73
2019-03-10 06 A,2019-03-10,06,0,2019,1,3,10,6,2019-02-04,2019,2,4,3.4113851691168464,1010.778657430013,55.00666666666667
2019-03-10 07 A,2019-03-10,07,0,2019,1,3,10,6,2019-02-04,2019,2,4,3.410466673723043,1010.8373272705079,54.73333333333333
2019-03-10 08 A,2019-03-10,08,0,2019,1,3,10,6,2019-02-04,2019,2,4,3.7401205666355586,1010.6960046386718,54.70333333333334
2019-03-10 09 A,2019-03-10,09,0,2019,1,3,10,6,2019-02-04,2019,2,4,4.893420125486027,1011.3236743164063,48.80666666666667
2019-03-10 10 A,2019-03-10,10,0,2019,1,3,10,6,2019-02-04,2019,2,4,6.105429148487747,1013.7809989420572,39.096666666666664
2019-03-10 11 A,2019-03-10,11,0,2019,1,3,10,6,2019-02-04,2019,2,4,7.587240841002828,1013.6180078125,47.126666666666665
2019-03-10 12 A,2019-03-10,12,0,2019,1,3,10,6,2019-02-04,2019,2,4,8.66318690311054,1013.0476735432943,42.083333333333336
2019-03-10 13 A,2019-03-10,13,0,2019,1,3,10,6,2019-02-04,2019,2,4,9.646791245515269,1012.6049993896486,27.816666666666666
2019-03-10 14 A,2019-03-10,14,0,2019,1,3,10,6,2019-02-04,2019,2,4,10.103389103745547,1010.5576672363281,44.25333333333333
2019-03-10 15 A,2019-03-10,15,0,2019,1,3,10,6,2019-02-04,2019,2,4,10.010029865118215,1010.6006701660157,35.150000000000006
2019-03-10 16 A,2019-03-10,16,0,2019,1,3,10,6,2019-02-04,2019,2,4,9.918736293428989,1010.3146702067057,32.45333333333333
2019-03-10 17 A,2019-03-10,17,0,2019,1,3,10,6,2019-02-04,2019,2,4,9.277771819844832,1010.6493381754557,40.62
2019-03-10 18 A,2019-03-10,18,0,2019,1,3,10,6,2019-02-04,2019,2,4,8.178491600336713,1010.6629990641277,53.57333333333333
2019-03-10 19 A,2019-03-10,19,0,2019,1,3,10,6,2019-02-04,2019,2,4,6.700160289058339,1012.008330485026,39.51333333333333
